Timestamp,Distance
07-03-25 21:24,53
07-03-25 21:24,56
07-03-25 21:24,56
07-03-25 21:24,52
07-03-25 21:24,55
07-03-25 21:24,52
07-03-25 21:24,52
07-03-25 21:24,55
07-03-25 21:24,55
07-03-25 21:24,55
07-03-25 21:24,52
07-03-25 21:24,54
07-03-25 21:24,50
07-03-25 21:24,3
07-03-25 21:24,50
07-03-25 21:24,52
07-03-25 21:24,49
07-03-25 21:24,56
07-03-25 21:24,51
07-03-25 21:24,8
07-03-25 21:24,55
07-03-25 21:24,52
07-03-25 21:24,50
07-03-25 21:24,49
07-03-25 21:24,51
07-03-25 21:24,59
07-03-25 21:24,55
07-03-25 21:24,51
07-03-25 21:24,50
07-03-25 21:24,7
07-03-25 21:24,49
07-03-25 21:24,50
07-03-25 21:24,33
07-03-25 21:24,8
07-03-25 21:24,35
07-03-25 21:24,52
07-03-25 21:24,3
07-03-25 21:24,35
07-03-25 21:24,51
07-03-25 21:24,32
07-03-25 21:24,63
07-03-25 21:24,65
07-03-25 21:24,66
07-03-25 21:24,62
24-03-25 16:40,35
24-03-25 16:40,37
24-03-25 16:40,36
24-03-25 16:40,37
24-03-25 16:40,37
24-03-25 16:40,37
24-03-25 16:40,36
24-03-25 16:40,36
24-03-25 16:40,38
24-03-25 16:40,36
24-03-25 16:40,37
24-03-25 16:40,36
24-03-25 16:40,38
24-03-25 16:40,37
24-03-25 16:40,37
24-03-25 16:40,38
24-03-25 16:40,2
24-03-25 16:41,48
24-03-25 16:41,35
24-03-25 16:41,55
24-03-25 16:41,56
24-03-25 16:41,61
24-03-25 16:41,46
24-03-25 16:41,49
24-03-25 16:41,49
24-03-25 16:41,60
24-03-25 16:41,49
24-03-25 16:41,49
24-03-25 16:41,50
24-03-25 16:41,49
24-03-25 16:41,59
24-03-25 16:41,49
24-03-25 16:41,49
24-03-25 16:41,49
24-03-25 16:41,49
24-03-25 16:41,65
24-03-25 16:41,49
24-03-25 16:41,49
24-03-25 16:41,48
24-03-25 16:41,49
24-03-25 16:41,50
24-03-25 16:41,36
24-03-25 16:41,37
24-03-25 16:41,37
24-03-25 16:41,37
24-03-25 16:41,16
24-03-25 16:41,3
24-03-25 16:41,47
24-03-25 16:41,36
24-03-25 16:41,37
24-03-25 16:41,37
24-03-25 16:41,37
24-03-25 16:41,37
24-03-25 16:41,37
24-03-25 16:41,38
24-03-25 16:41,37
24-03-25 16:41,37
24-03-25 16:41,38
24-03-25 16:41,38
24-03-25 16:41,37
24-03-25 16:41,37
24-03-25 16:43,35
24-03-25 16:43,35
24-03-25 16:43,37
24-03-25 16:43,36
24-03-25 16:43,36
24-03-25 16:43,37
24-03-25 16:43,39
24-03-25 16:43,37
24-03-25 16:43,38
24-03-25 16:43,36
24-03-25 16:43,36
24-03-25 16:43,37
24-03-25 16:43,37
24-03-25 16:43,37
24-03-25 17:09,34
24-03-25 17:09,34
24-03-25 17:09,34
24-03-25 17:09,34
24-03-25 17:09,34
24-03-25 17:09,35
24-03-25 17:09,44
24-03-25 17:09,35
24-03-25 17:09,34
24-03-25 17:09,35
2025-03-31 20:59:36,23
2025-03-31 20:59:37,49
2025-03-31 20:59:37,8
2025-03-31 20:59:38,36
2025-03-31 20:59:38,39
2025-03-31 20:59:39,37
2025-03-31 20:59:39,49
2025-03-31 20:59:40,50
2025-03-31 20:59:40,33
2025-03-31 20:59:41,34
2025-03-31 20:59:41,61
2025-03-31 20:59:42,0
2025-03-31 20:59:42,55
2025-03-31 20:59:43,0
2025-03-31 20:59:44,55
2025-03-31 20:59:44,0
2025-03-31 20:59:45,0
2025-03-31 20:59:45,80
2025-03-31 20:59:46,305
2025-03-31 20:59:46,305
2025-03-31 20:59:47,305
2025-03-31 20:59:47,305
2025-03-31 20:59:48,305
2025-03-31 20:59:48,0
2025-03-31 20:59:49,0
2025-03-31 20:59:49,8
2025-03-31 20:59:50,16
2025-03-31 20:59:50,23
2025-03-31 20:59:51,0
2025-03-31 20:59:51,32
2025-03-31 20:59:52,29
2025-03-31 20:59:52,29
2025-03-31 21:06:15,61
2025-03-31 21:06:15,29
2025-03-31 21:06:16,29
2025-03-31 21:06:16,29
2025-03-31 21:06:17,29
2025-03-31 21:06:17,35
2025-03-31 21:06:18,29
2025-03-31 21:06:18,58
2025-03-31 21:06:19,29
2025-03-31 21:06:19,29
2025-03-31 21:06:20,29
2025-03-31 21:06:20,29
2025-03-31 21:07:08,69
2025-03-31 21:09:29,70
2025-03-31 21:09:29,72
2025-03-31 21:09:30,58
2025-03-31 21:09:30,57
2025-03-31 21:09:31,59
2025-03-31 21:09:31,57
2025-03-31 21:09:32,56
2025-03-31 21:09:32,70
2025-03-31 21:09:33,70
2025-03-31 21:09:33,11
2025-03-31 21:09:34,4
2025-03-31 21:09:34,2
2025-03-31 21:09:35,1
2025-03-31 21:09:35,3
2025-03-31 21:09:36,2
2025-03-31 21:09:36,3
2025-03-31 21:09:37,2
2025-03-31 21:09:38,2
2025-03-31 21:09:38,1
2025-03-31 21:09:39,55
2025-03-31 21:09:39,62
2025-03-31 21:09:40,58
2025-03-31 21:09:40,0
2025-03-31 21:09:41,48
2025-03-31 21:09:41,58
2025-03-31 21:09:42,73
2025-03-31 21:11:12,66
2025-03-31 21:11:12,67
2025-03-31 21:11:13,68
2025-03-31 21:11:13,66
2025-03-31 21:11:14,67
2025-03-31 21:11:14,74
2025-03-31 21:11:15,73
2025-03-31 21:11:15,71
2025-03-31 21:11:16,69
2025-03-31 21:11:16,69
2025-03-31 21:11:17,64
2025-03-31 21:11:17,65
2025-03-31 21:11:18,3
2025-03-31 21:11:18,16
2025-03-31 21:11:19,3
2025-03-31 21:11:20,3
2025-03-31 21:11:20,9
2025-03-31 21:11:21,11
2025-03-31 21:11:21,16
2025-03-31 21:11:22,58
2025-03-31 21:11:22,57
2025-03-31 21:11:23,304
2025-03-31 21:11:23,305
2025-03-31 21:11:24,345
2025-03-31 21:11:24,345
2025-03-31 21:11:25,304
2025-03-31 21:11:25,304
2025-03-31 21:11:26,305
2025-03-31 21:11:26,304
2025-03-31 21:11:27,305
2025-03-31 21:11:27,58
2025-03-31 21:11:28,303
2025-03-31 21:11:28,62
2025-03-31 21:11:29,303
2025-03-31 21:11:29,63
2025-03-31 21:11:30,55
2025-03-31 21:11:30,49
2025-03-31 21:11:31,42
2025-03-31 21:11:31,35
2025-03-31 21:11:32,26
2025-03-31 21:11:32,19
2025-03-31 21:11:33,15
2025-03-31 21:11:33,20
2025-03-31 21:11:34,31
2025-03-31 21:11:34,70
2025-03-31 21:11:35,62
2025-03-31 21:11:35,53
2025-03-31 21:11:36,60
2025-03-31 21:11:36,43
2025-03-31 21:11:37,35
2025-03-31 21:11:37,67
2025-03-31 21:11:38,59
2025-03-31 21:11:38,17
2025-03-31 21:11:39,20
2025-03-31 21:11:40,56
2025-03-31 21:11:40,59
2025-03-31 21:11:41,37
2025-03-31 21:11:41,44
2025-03-31 21:11:42,46
2025-03-31 21:11:42,42
2025-03-31 21:11:43,37
2025-03-31 21:11:43,24
2025-03-31 21:11:44,17
2025-03-31 21:11:44,13
2025-03-31 21:11:45,12
2025-03-31 21:11:45,15
2025-03-31 21:11:46,36
2025-03-31 21:11:46,61
2025-03-31 21:11:47,64
2025-04-07 21:55:32,14
2025-04-07 21:55:33,14
2025-04-07 21:55:33,14
2025-04-07 21:55:34,14
2025-04-07 21:55:34,14
2025-04-07 21:55:35,14
2025-04-07 21:55:35,5
2025-04-07 21:55:36,2
2025-04-07 21:55:36,9
2025-04-07 21:55:37,10
2025-04-07 21:55:37,10
2025-04-07 21:55:38,93
2025-04-07 21:55:39,0
2025-04-07 21:55:39,0
2025-04-07 21:55:40,0
2025-04-07 21:55:40,0
2025-04-07 21:55:41,0
2025-04-07 21:55:41,57
2025-04-07 21:55:42,55
2025-04-07 21:55:42,55
2025-04-07 21:55:43,54
2025-04-07 21:55:43,54
2025-04-07 21:55:44,56
2025-04-07 21:55:44,16
2025-04-07 21:55:45,15
2025-04-07 21:55:45,15
2025-04-07 21:55:46,16
2025-04-07 21:55:46,11
